Maps/kanto_cities.png
919,920,943,944,943,944,943,944,943,944,4000,4000,4000,943,944,943,944,943,944,943,944,943,944,943,944,
927,928,951,952,951,952,951,952,951,952,4000,4000,4000,951,952,951,952,951,952,951,952,951,952,951,952,
919,920,1093,4000,4000,4000,1092,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1093,4000,4000,4000,1093,4000,919,
927,928,4000,4000,1092,4000,4000,4000,1092,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,911,912,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,415,527,527,527,527,528,919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,1089,4000,1097,4000,4000,1099,927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,1091,4000,4000,1099,4000,1092,919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,1097,1092,4000,1099,1099,927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,415,527,527,527,527,528,919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,1097,4000,4000,4000,4000,4000,951,952,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,1093,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,1093,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,911,912,911,912,4000,4000,4000,4000,4000,911,912,911,912,911,912,4000,4000,4000,4000,4000,4000,4000,919,
927,928,943,944,943,944,415,527,527,527,528,943,944,943,944,943,944,4000,4000,4000,4000,4000,4000,4000,927,
919,920,951,952,951,952,4000,1092,4000,4000,4000,951,952,951,952,951,952,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1097,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1092,927,
919,920,415,464,4000,415,527,464,4000,4000,415,527,527,527,527,527,527,527,527,527,527,527,527,528,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,1093,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1091,4000,4000,4000,4000,927,
919,920,4000,4000,1097,1097,4000,4000,4000,4000,4000,4000,4000,4000,4000,1093,4000,4000,4000,4000,1091,4000,4000,4000,919,
927,928,911,912,911,912,911,912,911,912,911,912,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,943,944,943,944,943,944,943,944,943,944,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,951,952,951,952,951,952,951,952,951,952,4000,4000,4000,4000,4000,4000,4000,4000,4000,415,527,528,927,
919,920,1094,4000,4000,4000,1098,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,4000,1094,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,415,527,527,528,4000,4000,4000,2048,415,527,527,527,527,527,527,527,527,527,527,527,527,528,927,
919,920,1093,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,919,
927,928,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,927,
919,920,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1093,919,
927,928,4000,4000,4000,4000,4000,4000,4000,1093,4000,4000,4000,4000,1093,4000,4000,4000,4000,4000,4000,4000,1089,4000,927,
919,920,1326,1326,1326,1326,1326,1326,1326,1326,1326,1317,4000,4000,1316,1326,1326,1326,1326,1326,1326,1326,1326,1326,919,
927,928,911,912,911,912,911,912,911,912,911,912,4000,4000,911,912,911,912,911,912,911,912,911,912,927,
919,920,919,920,919,920,919,920,919,920,919,920,4000,4000,919,920,919,920,919,920,919,920,919,920,919,
927,928,927,928,927,928,927,928,927,928,927,928,4000,4000,927,928,927,928,927,928,927,928,927,928,927
