Maps/kanto_cities.png
4,4,4,4,4,4,4,4,6,4,76,77,78,5,5,5,5,4,5,4,4,4,5,4,4,
4,4,4,4,4,4,4,4,6,4,76,77,78,4,4,5,6,6,6,6,4,4,5,4,4,
4,4,6,4,4,4,6,4,4,6,76,77,78,6,6,6,4,5,6,4,6,6,6,4,4,
6,6,6,6,6,6,6,6,6,6,76,77,127,69,69,69,69,69,69,69,69,69,69,70,6,
6,6,6,6,6,3,3,3,6,6,84,85,85,85,85,85,85,85,85,85,85,120,77,78,6,
4,6,4,3,3,4,4,4,3,3,6,4,5,4,6,6,4,5,5,5,3,84,85,86,3,
4,6,3,4,4,4,3,3,3,3,15,7,15,7,7,7,7,15,7,15,7,7,7,7,3,
4,3,3,3,6,3,3,3,6,3,7,7,7,15,7,7,7,7,7,7,7,7,7,7,4,
4,3,3,6,6,6,3,3,6,6,7,15,7,7,7,7,7,7,7,7,7,7,15,15,6,
3,6,4,3,3,6,3,6,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,15,6,
4,4,6,3,3,5,4,6,6,6,7,7,7,15,15,15,7,7,7,7,15,7,7,7,6,
4,4,3,3,3,5,6,6,3,6,4,4,3,5,68,69,69,69,69,69,69,69,69,70,6,
4,4,3,3,6,6,6,4,4,5,4,4,6,6,76,77,119,85,85,85,85,85,85,86,6,
5,5,3,6,3,6,6,4,4,6,6,6,3,3,84,85,86,15,7,15,7,7,7,7,4,
6,6,4,3,3,6,6,6,6,5,5,4,3,4,6,3,6,7,7,7,7,7,7,7,4,
4,5,6,6,6,6,6,5,4,4,5,4,3,4,6,6,5,7,15,7,7,7,15,15,4,
6,6,4,3,3,6,3,3,4,6,6,3,4,3,6,6,4,7,7,7,7,7,7,15,4,
4,4,4,3,3,6,6,5,4,6,5,3,4,6,68,69,70,7,7,7,15,15,15,7,4,
4,4,6,3,68,69,69,69,69,69,69,69,69,69,128,77,78,5,4,4,3,3,6,6,4,
4,6,6,3,76,77,119,85,85,85,85,85,85,85,85,85,86,5,4,3,3,4,6,3,4,
6,4,6,3,76,77,78,6,5,4,3,5,6,3,5,3,3,5,4,4,3,3,4,6,4,
3,3,3,3,76,77,127,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,4,
4,6,3,3,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,120,77,78,4,
5,6,5,3,5,3,6,3,6,6,6,6,3,4,4,3,5,4,4,6,6,76,77,78,4,
4,6,4,3,3,3,3,6,4,6,5,6,6,4,3,6,4,4,3,6,6,76,77,78,3,
4,6,4,3,3,3,6,4,6,3,4,3,15,15,7,7,7,7,7,7,7,76,77,78,3,
3,3,3,3,4,3,6,6,6,3,6,3,7,7,7,7,7,7,7,7,7,76,77,78,4,
6,4,4,3,4,6,3,6,6,3,4,3,7,7,7,7,15,15,15,7,7,76,77,78,3,
6,4,6,3,6,3,6,6,6,3,3,4,7,7,7,7,7,15,7,7,15,76,77,78,3,
6,4,4,6,4,6,3,6,5,4,3,4,7,7,15,15,15,7,7,7,7,76,77,78,4,
6,4,3,6,6,3,3,4,5,3,3,4,7,7,7,7,7,7,7,7,15,76,77,78,4,
4,4,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,128,77,78,4,
4,4,84,85,85,85,85,85,85,85,85,120,77,77,119,85,85,85,85,85,85,85,85,86,6,
4,6,5,3,4,3,6,6,6,3,6,76,77,77,78,5,4,3,4,3,6,6,6,3,6,
4,4,6,6,7,7,15,7,7,15,15,76,77,77,78,4,6,7,7,15,7,15,7,7,6,
4,6,7,7,7,7,7,7,7,15,15,76,77,77,78,7,7,7,7,7,7,7,7,7,6,
6,4,7,7,7,7,15,15,7,6,4,84,85,85,86,15,7,7,15,7,7,15,6,6,4,
4,4,7,15,15,7,7,7,7,6,6,5,7,7,6,7,7,15,7,7,7,15,6,6,6,
4,4,3,4,4,3,5,4,6,6,4,5,7,15,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,15,7,4,6,4,3,6,5,3,4,5,3,5,
5,3,4,5,3,5,4,4,3,6,3,3,15,7,6,3,6,6,6,6,3,4,4,3,5,
6,3,4,4,3,5,4,4,3,6,4,3,7,7,3,6,4,6,5,6,6,4,3,5,4
