Maps/kanto_cities.png
919,920,919,920,919,920,919,920,919,920,7,7,919,920,919,920,919,920,919,920,919,920,919,920,919,920,919,920,919,920,
927,928,927,928,927,928,927,928,927,928,7,7,927,928,927,928,927,928,927,928,927,928,927,928,927,928,927,928,927,928,
919,920,116,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,125,117,118,919,920,
927,928,124,125,1905,1906,1907,1908,1909,125,125,125,125,125,125,125,1905,1906,1907,1908,1909,125,125,125,125,125,125,126,927,928,
919,920,124,126,1913,1914,1915,1916,1917,125,125,125,125,125,125,125,1913,1914,1915,1916,1917,125,125,125,125,125,125,126,919,920,
927,928,124,126,1921,1922,1923,1924,1925,125,125,125,125,125,125,125,1921,1922,1923,1924,1925,125,125,125,125,125,125,126,927,928,
919,920,124,126,1929,1930,1931,1932,1933,125,125,125,125,125,125,125,1929,1930,1931,1932,1933,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,1153,1154,1154,1155,125,125,1153,1155,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,125,125,125,125,125,125,125,125,1161,1162,1162,1162,1154,1155,1169,1171,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,1169,1170,1162,1162,1162,1162,1155,125,125,125,125,125,125,125,125,125,125,927,928,
919,920,124,125,125,125,125,125,125,125,125,125,125,1169,1170,1170,1170,1171,125,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,1905,1906,1907,1908,1909,125,125,125,125,125,125,125,1905,1906,1907,1908,1909,125,125,125,125,125,125,126,927,928,
919,920,124,125,1913,1914,1915,1916,1917,125,125,125,125,125,125,125,1913,1914,1915,1916,1917,125,125,125,125,125,125,126,919,920,
927,928,124,125,1921,1922,1923,1924,1925,125,125,125,125,125,125,125,1921,1922,1923,1924,1925,125,125,125,125,125,125,126,927,928,
919,920,124,125,1929,1930,1931,1932,1933,125,125,125,125,125,125,125,1929,1930,1931,1932,1933,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,919,920,
927,928,124,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,927,928,
919,920,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,920,
927,928,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,928,
919,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,920,
927,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,928,
919,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,920,
927,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,928

